"","Species.Pop","HighestTrait","lat","lon","maxtemp","tolerance_point","tolerance_lower","tolerance_upper"
"229","Aedes_aegypti","BitingRate","1.61","-75.61","33.7999503511061","6.20004964889387","6.20004964889387","6.60004964889387"
"230","Aedes_aegypti","BitingRate","1.62","-75.6","33.7998085960394","6.20019140396063","6.20019140396063","6.60019140396063"
"231","Aedes_aegypti","BitingRate","2.57","-72.63","35.761276427035","4.23872357296502","4.23872357296502","4.63872357296502"
"232","Aedes_aegypti","BitingRate","2.58","-72.65","35.8139567356169","4.18604326438307","4.18604326438307","4.58604326438306"
"233","Aedes_aegypti","BitingRate","2.82","-60.69","36.4623422294569","3.53765777054311","3.53765777054311","3.9376577705431"
"234","Aedes_aegypti","BitingRate","3.02","101.25","33.7999339106722","6.20006608932778","6.20006608932778","6.60006608932778"
"235","Aedes_aegypti","BitingRate","3.04","101.28","33.7997443840002","6.20025561599982","6.20025561599982","6.60025561599981"
"236","Aedes_aegypti","BitingRate","3.04","101.5","35.7425239189367","4.25747608106331","4.25747608106331","4.65747608106331"
"237","Aedes_aegypti","BitingRate","3.04","101.51","35.8462084993802","4.15379150061978","4.15379150061978","4.55379150061978"
"238","Aedes_aegypti","BitingRate","3.85","10.52","33.9455423474529","6.05445765254714","6.05445765254714","6.45445765254713"
"239","Aedes_aegypti","BitingRate","3.91","12.53","34.1537652545145","5.84623474548545","5.84623474548545","6.24623474548545"
"240","Aedes_aegypti","BitingRate","3.98","-73.76","33.7997144961703","6.20028550382969","6.20028550382969","6.60028550382969"
"241","Aedes_aegypti","BitingRate","3.98","13.17","33.7998972275225","6.20010277247746","6.20010277247746","6.60010277247746"
"242","Aedes_aegypti","BitingRate","4.09","-72.96","36.6684854377926","3.33151456220742","3.33151456220742","3.73151456220742"
"243","Aedes_aegypti","BitingRate","4.09","-72.95","36.7143038131012","3.28569618689877","3.28569618689877","3.68569618689877"
"244","Aedes_aegypti","BitingRate","4.15","-73.64","37.7559270283879","2.24407297161209","2.24407297161209","2.64407297161209"
"245","Aedes_aegypti","BitingRate","4.3","-74.8","34.0974389324902","5.9025610675098","5.9025610675098","6.3025610675098"
"246","Aedes_aegypti","BitingRate","4.63","-74.47","33.7988358760711","6.2011641239289","6.2011641239289","6.6011641239289"
"247","Aedes_aegypti","BitingRate","4.64","-74.47","33.7997991217553","6.20020087824469","6.20020087824469","6.60020087824469"
"248","Aedes_aegypti","BitingRate","4.75","11.22","36.5621184254187","3.43788157458127","3.43788157458127","3.83788157458127"
"249","Aedes_aegypti","BitingRate","-3.94","39.57","34.7007496854381","5.29925031456194","5.29925031456194","5.69925031456194"
"250","Aedes_aegypti","BitingRate","-3.93","39.57","34.54947296955","5.45052703044995","5.45052703044995","5.85052703044995"
"251","Aedes_aegypti","BitingRate","-3.92","39.6","34.6279420563475","5.37205794365253","5.37205794365253","5.77205794365253"
"252","Aedes_aegypti","BitingRate","-3.91","39.6","34.3170570377631","5.68294296223689","5.68294296223689","6.08294296223688"
"253","Aedes_aegypti","BitingRate","-3.05","-59.94","36.0933246937371","3.90667530626292","3.90667530626292","4.30667530626292"
"254","Aedes_aegypti","BitingRate","-0.18","29.9","33.7999702230775","6.20002977692246","6.20002977692246","6.60002977692246"
"255","Aedes_aegypti","BitingRate","1.38","103.83","33.7999179402194","6.20008205978061","6.20008205978061","6.60008205978061"
"256","Aedes_aegypti","BitingRate","1.41","103.76","33.7997555183412","6.20024448165879","6.20024448165879","6.60024448165878"
"257","Aedes_aegypti","BitingRate","1.42","103.75","33.7995290260032","6.2004709739968","6.2004709739968","6.6004709739968"
"258","Aedes_aegypti","BitingRate","1.43","103.76","33.7999498374111","6.20005016258887","6.20005016258887","6.60005016258886"
"259","Aedes_aegypti","BitingRate","3.57","101.89","33.7997865904543","6.20021340954573","6.20021340954573","6.60021340954572"
"260","Aedes_aegypti","BitingRate","0.82","30.17","33.7998900192175","6.20010998078255","6.20010998078255","6.60010998078255"
"261","Aedes_aegypti","BitingRate","3.57","101.88","33.7998490051319","6.20015099486806","6.20015099486806","6.60015099486806"
"262","Aedes_aegypti","BitingRate","3.84","11.5","33.7999552884588","6.20004471154116","6.20004471154116","6.60004471154116"
"263","Aedes_aegypti","BitingRate","4.53","-75.71","33.7986824704024","6.20131752959764","6.20131752959764","6.60131752959764"
"264","Aedes_aegypti","BitingRate","-3.93","39.55","34.7918121899827","5.20818781001726","5.20818781001726","5.60818781001726"
"265","Aedes_aegypti","BitingRate","-0.5","13.1","34.2567901870578","5.74320981294223","5.74320981294223","6.14320981294222"
"266","Aedes_aegypti","BitingRate","0.57","30.37","33.7999262300055","6.20007376999451","6.20007376999451","6.60007376999451"
"267","Aedes_aegypti","BitingRate","1.27","103.81","33.7997345866142","6.2002654133858","6.2002654133858","6.6002654133858"
"268","Aedes_aegypti","BitingRate","1.3","103.76","33.7999950448471","6.20000495515294","6.20000495515294","6.60000495515294"
"269","Aedes_aegypti","BitingRate","1.31","103.84","33.7999964998121","6.20000350018792","6.20000350018792","6.60000350018792"
"270","Aedes_aegypti","BitingRate","1.31","103.8","33.7999884632846","6.20001153671542","6.20001153671542","6.60001153671542"
"271","Aedes_aegypti","BitingRate","1.35","103.87","33.7997823697441","6.20021763025593","6.20021763025593","6.60021763025593"
"272","Aedes_aegypti","BitingRate","1.36","103.84","33.7995903367481","6.20040966325185","6.20040966325185","6.60040966325185"
"273","Aedes_aegypti","BitingRate","1.37","103.85","33.7996906822855","6.20030931771451","6.20030931771451","6.60030931771451"
"274","Aedes_aegypti","BitingRate","1.37","103.94","33.7999370611458","6.20006293885416","6.20006293885416","6.60006293885416"
"275","Aedes_aegypti","BitingRate","1.37","103.95","33.7998962517652","6.2001037482348","6.2001037482348","6.60010374823479"
"276","Aedes_aegypti","BitingRate","1.37","103.88","33.7999784350482","6.20002156495175","6.20002156495175","6.60002156495175"
"277","Aedes_aegypti","BitingRate","4.37","18.55","36.8641619670919","3.13583803290808","3.13583803290808","3.53583803290808"
"278","Aedes_aegypti","BitingRate","-4.31","15.19","34.3418206601738","5.65817933982616","5.65817933982616","6.05817933982615"
"279","Aedes_aegypti","BitingRate","-4.26","15.2","34.4219726448602","5.57802735513975","5.57802735513975","5.97802735513975"
"280","Aedes_aegypti","BitingRate","-3.48","-80.26","33.9518937834599","6.04810621654011","6.04810621654011","6.4481062165401"
"281","Aedes_aegypti","BitingRate","-4.79","11.84","33.7995073975772","6.20049260242281","6.20049260242281","6.6004926024228"
"282","Aedes_aegypti","BitingRate","-4.31","15.31","34.4262405516697","5.57375944833029","5.57375944833029","5.97375944833028"
"283","Aedes_aegypti","BitingRate","-4.05","39.67","34.5972354863864","5.40276451361357","5.40276451361357","5.80276451361357"
"284","Aedes_aegypti","BitingRate","-4.05","39.7","34.6000149359191","5.39998506408089","5.39998506408089","5.79998506408089"
"285","Aedes_aegypti","BitingRate","-3.64","39.85","33.7999559973697","6.20004400263033","6.20004400263033","6.60004400263033"
"286","Aedes_aegypti","BitingRate","-3.63","39.86","33.7990876673459","6.20091233265409","6.20091233265409","6.60091233265409"
"287","Aedes_aegypti","BitingRate","-3.39","39.93","33.7999137453153","6.20008625468472","6.20008625468472","6.60008625468472"
"288","Aedes_aegypti","BitingRate","-3.12","40","33.799943174331","6.20005682566904","6.20005682566904","6.60005682566904"
"289","Aedes_aegypti","BitingRate","-3.12","-59.93","36.3802689469983","3.6197310530017","3.6197310530017","4.0197310530017"
"290","Aedes_aegypti","BitingRate","-3.11","-59.98","36.3494398213243","3.65056017867568","3.65056017867568","4.05056017867567"
"291","Aedes_aegypti","BitingRate","-3.11","-59.99","36.3070371342699","3.6929628657301","3.6929628657301","4.09296286573009"
"292","Aedes_aegypti","BitingRate","-1.63","13.6","34.2916254765443","5.70837452345566","5.70837452345566","6.10837452345566"
"293","Aedes_aegypti","BitingRate","-0.67","37.35","33.7987479212485","6.20125207875152","6.20125207875152","6.60125207875152"
"294","Aedes_aegypti","BitingRate","-0.61","30.65","33.7998863471139","6.20011365288608","6.20011365288608","6.60011365288608"
"295","Aedes_aegypti","BitingRate","-0.33","31.73","33.7995997200102","6.20040027998984","6.20040027998984","6.60040027998984"
"296","Aedes_aegypti","BitingRate","0.15","32.58","33.7998825808936","6.20011741910643","6.20011741910643","6.60011741910643"
"297","Aedes_aegypti","BitingRate","0.17","32.48","33.7997584298251","6.20024157017493","6.20024157017493","6.60024157017493"
"298","Aedes_aegypti","BitingRate","1.65","44.67","33.7995271658582","6.20047283414178","6.20047283414178","6.60047283414178"
"299","Aedes_aegypti","BitingRate","2.02","-75.76","33.7994778547704","6.2005221452296","6.2005221452296","6.6005221452296"
"300","Aedes_aegypti","BitingRate","2.15","45.18","34.888789526951","5.11121047304902","5.11121047304902","5.51121047304902"
"301","Aedes_aegypti","BitingRate","2.3","45.8","33.7998447071007","6.20015529289926","6.20015529289926","6.60015529289926"
"302","Aedes_aegypti","BitingRate","2.35","-78.33","33.7998241621806","6.20017583781937","6.20017583781937","6.60017583781937"
"303","Aedes_aegypti","BitingRate","2.39","-75.89","33.7996219826937","6.20037801730631","6.20037801730631","6.60037801730631"
"304","Aedes_aegypti","BitingRate","2.69","-75.33","33.7999465111798","6.20005348882025","6.20005348882025","6.60005348882024"
"305","Aedes_aegypti","BitingRate","2.93","-75.29","33.7999732924319","6.20002670756808","6.20002670756808","6.60002670756808"
"306","Aedes_aegypti","BitingRate","3.02","-76.48","33.7999921099675","6.20000789003254","6.20000789003254","6.60000789003254"
"307","Aedes_aegypti","BitingRate","3.04","101.45","34.2954049947668","5.70459500523322","5.70459500523322","6.10459500523321"
"308","Aedes_aegypti","BitingRate","3.07","101.72","34.8013759483815","5.19862405161854","5.19862405161854","5.59862405161854"
"309","Aedes_aegypti","BitingRate","3.09","101.72","34.6158721978012","5.38412780219882","5.38412780219882","5.78412780219882"
"310","Aedes_aegypti","BitingRate","3.09","101.62","34.8727085483658","5.12729145163424","5.12729145163424","5.52729145163423"
"311","Aedes_aegypti","BitingRate","3.11","101.66","34.6512526495983","5.34874735040168","5.34874735040168","5.74874735040168"
"312","Aedes_aegypti","BitingRate","3.12","101.72","34.8077958864478","5.19220411355218","5.19220411355218","5.59220411355218"
"313","Aedes_aegypti","BitingRate","3.13","101.7","35.6176411003076","4.38235889969239","4.38235889969239","4.78235889969239"
"314","Aedes_aegypti","BitingRate","3.14","101.73","35.6758818867588","4.32411811324119","4.32411811324119","4.72411811324119"
"315","Aedes_aegypti","BitingRate","3.16","101.76","34.394435730705","5.60556426929495","5.60556426929495","6.00556426929495"
"316","Aedes_aegypti","BitingRate","3.16","101.71","35.5685946761549","4.43140532384508","4.43140532384508","4.83140532384508"
"317","Aedes_aegypti","BitingRate","3.17","101.71","35.4309768496054","4.56902315039463","4.56902315039463","4.96902315039463"
"318","Aedes_aegypti","BitingRate","3.22","101.73","34.6574041329115","5.34259586708853","5.34259586708853","5.74259586708853"
"319","Aedes_aegypti","BitingRate","3.87","100.82","33.7999783909956","6.20002160900443","6.20002160900443","6.60002160900443"
"320","Aedes_aegypti","BitingRate","3.89","-51.81","34.4632300316265","5.53676996837352","5.53676996837352","5.93676996837352"
"321","Aedes_aegypti","BitingRate","4.75","-75.91","33.7998830263465","6.2001169736535","6.2001169736535","6.6001169736535"
